name,popularity,followers,genres,date
Taylor Swift,100,110018310,['pop'],2024-05-14
Drake,93,87652359,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2024-05-14
Bad Bunny,91,81055703,"['reggaeton', 'trap latino', 'urbano latino']",2024-05-14
The Weeknd,91,83230718,"['canadian contemporary r&b', 'canadian pop', 'pop']",2024-05-14
Future,90,16967058,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",2024-05-14
Travis Scott,90,29262871,"['rap', 'slap house']",2024-05-14
Kendrick Lamar,90,28758746,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2024-05-14
Ariana Grande,90,96245474,['pop'],2024-05-14
Metro Boomin,90,8052123,['rap'],2024-05-14
Kanye West,89,25258883,"['chicago rap', 'hip hop', 'rap']",2024-05-14
Feid,88,11118133,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2024-05-14
Post Malone,88,43845207,"['dfw rap', 'melodic rap', 'pop', 'rap']",2024-05-14
SZA,88,19838645,"['pop', 'r&b', 'rap']",2024-05-14
21 Savage,87,18427480,"['atl hip hop', 'hip hop', 'rap']",2024-05-14
Peso Pluma,87,13422707,"['corridos tumbados', 'sad sierreno']",2024-05-14
Lana Del Rey,87,34944241,"['art pop', 'pop']",2024-05-14
Beyoncé,87,37341574,"['pop', 'r&b']",2024-05-14
Dua Lipa,87,43311891,"['dance pop', 'pop', 'uk pop']",2024-05-14
Rihanna,87,59813781,"['barbadian pop', 'pop', 'urban contemporary']",2024-05-14
KAROL G,86,46163586,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2024-05-14
Natanael Cano,86,12519487,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",2024-05-14
Billie Eilish,86,93805004,"['art pop', 'pop']",2024-05-14
Justin Bieber,86,74867315,"['canadian pop', 'pop']",2024-05-14
Rauw Alejandro,86,21597242,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Junior H,86,15832722,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",2024-05-14
Morgan Wallen,86,9333183,['contemporary country'],2024-05-14
Olivia Rodrigo,86,35775745,['pop'],2024-05-14
Playboi Carti,85,10667554,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",2024-05-14
Fuerza Regida,85,8783683,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2024-05-14
David Guetta,85,25445428,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2024-05-14
Zach Bryan,85,3861660,['classic oklahoma country'],2024-05-14
Myke Towers,85,14707990,"['reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Benson Boone,84,2479426,['singer-songwriter pop'],2024-05-14
Chris Brown,84,21635560,"['r&b', 'rap']",2024-05-14
J. Cole,84,23462332,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2024-05-14
Doja Cat,84,29763034,"['dance pop', 'pop']",2024-05-14
Anuel AA,84,35404295,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2024-05-14
Hozier,84,7040373,"['irish singer-songwriter', 'modern rock', 'pov: indie']",2024-05-14
Sabrina Carpenter,83,8296657,['pop'],2024-05-14
Shakira,83,32852852,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2024-05-14
Jung Kook,83,14256172,['k-pop'],2024-05-14
Nicki Minaj,83,31073387,"['hip pop', 'pop', 'queens hip hop', 'rap']",2024-05-14
Ozuna,83,36517553,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Noah Kahan,83,2752480,['pov: indie'],2024-05-14
Daddy Yankee,83,33617992,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Tiësto,82,7250802,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",2024-05-14
Bizarrap,82,15144110,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",2024-05-14
Cris Mj,82,2412132,"['mambo chileno', 'trap latino', 'urbano chileno', 'urbano latino']",2024-05-14
Maroon 5,82,41398941,['pop'],2024-05-14
Gunna,82,7147132,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2024-05-14
Rels B,82,6940613,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol', 'urbano latino']",2024-05-14
Lil Wayne,82,14491618,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2024-05-14
Carin Leon,82,11340068,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",2024-05-14
Ty Dolla $ign,82,5229951,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2024-05-14
Lil Baby,82,17356772,"['atl hip hop', 'atl trap', 'rap', 'trap']",2024-05-14
Luke Combs,82,10459745,"['contemporary country', 'country']",2024-05-14
Lil Uzi Vert,81,17067747,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",2024-05-14
OneRepublic,81,16892544,"['piano rock', 'pop']",2024-05-14
Khalid,81,16110346,"['pop', 'pop r&b']",2024-05-14
Artemas,81,617046,[],2024-05-14
Yeat,81,4770875,"['pluggnb', 'rage rap']",2024-05-14
Oscar Maydon,81,1526567,"['corrido', 'corridos tumbados', 'sierreno']",2024-05-14
A$AP Rocky,81,14010476,"['east coast hip hop', 'hip hop', 'rap', 'trap']",2024-05-14
Queen,81,49659111,"['classic rock', 'glam rock', 'rock']",2024-05-14
Tate McRae,81,5284839,['pop'],2024-05-14
Maluma,81,33646145,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2024-05-14
Luis R Conriquez,81,4988862,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno', 'sierreno']",2024-05-14
Sia,81,27797811,"['australian dance', 'australian pop', 'pop']",2024-05-14
Grupo Frontera,81,3802833,['musica chihuahuense'],2024-05-14
Arcángel,80,13973643,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Young Thug,80,9862494,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",2024-05-14
Bryson Tiller,80,8366472,"['kentucky hip hop', 'r&b', 'rap']",2024-05-14
Xavi,80,4324585,['sad sierreno'],2024-05-14
Don Toliver,80,4242540,"['pop rap', 'rap', 'trap']",2024-05-14
Gabito Ballesteros,80,2577075,"['corrido', 'sierreno']",2024-05-14
Mitski,80,7747081,"['brooklyn indie', 'pov: indie']",2024-05-14
Marshmello,80,33594415,"['brostep', 'edm', 'pop', 'progressive electro house']",2024-05-14
Teddy Swims,80,2030375,[],2024-05-14
Elton John,80,13193560,"['glam rock', 'mellow gold', 'piano rock', 'rock']",2024-05-14
Eladio Carrion,79,6707374,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",2024-05-14
Julión Álvarez y su Norteño Banda,79,5054155,"['banda', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",2024-05-14
Michael Jackson,79,30708577,"['r&b', 'soul']",2024-05-14
Farruko,79,15570804,"['reggaeton', 'trap latino', 'urbano latino']",2024-05-14
AC/DC,79,28267082,"['australian rock', 'hard rock', 'rock']",2024-05-14
YoungBoy Never Broke Again,79,12601963,"['baton rouge rap', 'rap']",2024-05-14
Milo j,79,3274074,"['trap argentino', 'trap latino', 'urbano latino']",2024-05-14
Stray Kids,79,15337279,"['k-pop', 'k-pop boy group', 'pop']",2024-05-14
Young Miko,79,2911805,"['trap latino', 'urbano latino']",2024-05-14
Jhayco,79,7570400,"['reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Bob Marley & The Wailers,79,12190443,"['reggae', 'roots reggae']",2024-05-14
Metallica,78,27012302,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",2024-05-14
Lil Durk,78,7438277,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2024-05-14
Fleetwood Mac,78,11384366,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",2024-05-14
Chris Stapleton,78,6962322,"['contemporary country', 'outlaw country']",2024-05-14
Chappell Roan,78,742734,"['indie pop', 'springfield mo indie']",2024-05-14
Sech,78,11892259,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
SAIKO,78,891358,"['trap latino', 'urbano espanol', 'urbano latino']",2024-05-14
FloyyMenor,78,302930,['reggaeton chileno'],2024-05-14
Dei V,78,792909,"['trap latino', 'urbano latino']",2024-05-14
Jack Harlow,78,3763273,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2024-05-14
Snoop Dogg,78,11613211,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",2024-05-14
Disney,78,510789,['movie tunes'],2024-05-14
Madonna,78,7733138,"['dance pop', 'pop']",2024-05-14
The Chainsmokers,78,20074084,['pop'],2024-05-14
Lenny Tavárez,78,2715165,"['reggaeton', 'trap argentino', 'trap latino', 'urbano latino']",2024-05-14
¥$,78,587628,[],2024-05-14
ABBA,78,12063520,"['europop', 'swedish pop']",2024-05-14
Justin Quiles,78,4511103,"['reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Camila Cabello,78,32876709,"['dance pop', 'pop']",2024-05-14
Christian Nodal,78,14357916,"['mariachi', 'musica mexicana', 'ranchera']",2024-05-14
Kodak Black,77,10461088,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",2024-05-14
JENNIE,77,6284627,['k-pop'],2024-05-14
Ava Max,77,6771704,['pop'],2024-05-14
Kygo,77,8323842,"['edm', 'pop', 'pop dance', 'tropical house']",2024-05-14
Florence + The Machine,77,6653481,"['baroque pop', 'electropop', 'modern rock', 'neo mellow', 'uk alternative pop']",2024-05-14
Djo,77,1317814,"['pov: indie', 'psychedelic pop']",2024-05-14
Cardi B,77,23728892,"['pop', 'rap']",2024-05-14
Black Eyed Peas,77,8070312,"['dance pop', 'pop', 'pop rap']",2024-05-14
Camilo,77,18754109,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",2024-05-14
Polo G,77,11213317,"['chicago rap', 'rap']",2024-05-14
Mc Gw,77,1494453,"['funk carioca', 'funk mtg', 'funk paulista', 'funk rj']",2024-05-14
Charlie Puth,77,22575739,"['pop', 'viral pop']",2024-05-14
Lil Tecca,77,7268465,"['melodic rap', 'pluggnb', 'rap']",2024-05-14
Tiago PZK,77,4920495,"['trap argentino', 'trap latino', 'urbano latino']",2024-05-14
Tyla,77,1148424,[],2024-05-14
Tory Lanez,77,6647640,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",2024-05-14
Yandel,77,7555743,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Ryan Castro,76,2448287,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",2024-05-14
Megan Thee Stallion,76,9009554,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",2024-05-14
Fall Out Boy,76,10563408,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2024-05-14
Grupo Marca Registrada,76,4140420,"['corrido', 'norteno', 'sad sierreno']",2024-05-14
Chino Pacas,76,1959122,"['corrido', 'sierreno']",2024-05-14
Tommy Richman,76,204174,['chill abstract hip hop'],2024-05-14
BigXthaPlug,76,629048,['southern hip hop'],2024-05-14
Central Cee,76,5262660,"['melodic drill', 'r&drill']",2024-05-14
Nicki Nicole,76,6619317,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",2024-05-14
The Rolling Stones,76,13892324,"['album rock', 'british invasion', 'classic rock', 'rock']",2024-05-14
Offset,76,3975609,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2024-05-14
Dalex,76,4827572,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
d4vd,76,2545246,['bedroom pop'],2024-05-14
Dr. Dre,76,11621860,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2024-05-14
Chencho Corleone,76,908247,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2024-05-14
Shaboozey,76,274667,['pop rap'],2024-05-14
Kacey Musgraves,76,1404059,"['classic texas country', 'contemporary country', 'country dawn']",2024-05-14
Jelly Roll,75,3499045,"['country rap', 'nashville hip hop', 'tennessee hip hop']",2024-05-14
DaBaby,75,11899371,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",2024-05-14
Lil Tjay,75,8373281,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",2024-05-14
Ayra Starr,75,2826501,['afrobeats'],2024-05-14
Quavo,75,7330858,"['atl hip hop', 'melodic rap', 'rap', 'trap']",2024-05-14
G-Eazy,75,5275776,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2024-05-14
Emilia,75,2828280,['pop argentino'],2024-05-14
The Smiths,75,5644125,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",2024-05-14
KHEA,75,5442351,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",2024-05-14
Ludovico Einaudi,75,3403414,"['compositional ambient', 'neo-classical']",2024-05-14
Bon Jovi,75,13162753,"['glam metal', 'rock']",2024-05-14
El Alfa,75,3389060,"['dembow', 'rap dominicano', 'trap latino', 'urbano latino']",2024-05-14
NLE Choppa,75,8009820,"['memphis hip hop', 'rap']",2024-05-14
Billy Joel,75,5912789,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2024-05-14
Isabel LaRosa,75,1385285,"['dark r&b', 'hyperpop', 'sped up']",2024-05-14
Sexyy Red,75,885564,['trap queen'],2024-05-14
Becky G,75,14473552,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Phoebe Bridgers,74,2357606,"['indie pop', 'la indie', 'pov: indie']",2024-05-14
Key Glock,74,1984221,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2024-05-14
Tyler Childers,74,2383247,"['kentucky indie', 'kentucky roots', 'outlaw country']",2024-05-14
Christina Aguilera,74,8169586,"['dance pop', 'pop']",2024-05-14
Latto,74,1592400,['trap queen'],2024-05-14
Danny Ocean,74,5378262,"['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Blessd,74,3851904,"['reggaeton', 'urbano latino']",2024-05-14
Baby Keem,74,2298695,"['hip hop', 'rap']",2024-05-14
Jhené Aiko,74,7644580,['r&b'],2024-05-14
Dave,74,4806748,['uk hip hop'],2024-05-14
Chief Keef,74,4797215,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",2024-05-14
Ke Personajes,74,3622743,['cumbia pop'],2024-05-14
Eslabon Armado,74,5463789,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2024-05-14
David Bowie,74,10366587,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",2024-05-14
ILLIT,74,775925,['5th gen k-pop'],2024-05-14
Reik,74,8658255,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",2024-05-14
Panic! At The Disco,74,12137414,"['modern rock', 'pop']",2024-05-14
Lily-Rose Depp,74,113139,['pop'],2024-05-14
Tito Double P,74,850774,['corrido'],2024-05-14
Rich The Kid,74,3280239,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']",2024-05-14
U2,74,12075130,"['irish rock', 'permanent wave', 'rock']",2024-05-14
Dímelo Flow,73,435360,"['reggaeton', 'reggaeton flow', 'urbano latino']",2024-05-14
David Kushner,73,2144201,"['gen z singer-songwriter', 'singer-songwriter pop']",2024-05-14
Mark Ambor,73,342422,['singer-songwriter pop'],2024-05-14
Darell,73,4362108,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2024-05-14
Luke Bryan,73,8558915,"['contemporary country', 'country', 'country road', 'modern country rock']",2024-05-14
Whitney Houston,73,10020388,"['dance pop', 'pop']",2024-05-14
Rvssian,73,2465074,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2024-05-14
JID,73,1727975,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",2024-05-14
Alec Benjamin,73,5029410,"['alt z', 'pop', 'pov: indie']",2024-05-14
Gucci Mane,73,5414140,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-05-14
Calle 24,73,940722,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2024-05-14
Kings of Leon,73,5329066,"['modern rock', 'rock']",2024-05-14
Sleepy Hallow,73,1937417,"['brooklyn drill', 'nyc rap']",2024-05-14
ZAYN,73,22854503,"['pop', 'uk pop']",2024-05-14
beabadoobee,73,3463974,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2024-05-14
Bruce Springsteen,73,6216343,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2024-05-14
Eden Muñoz,73,1622675,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",2024-05-14
Charli XCX,73,3137165,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2024-05-14
The Police,73,6031894,"['album rock', 'classic rock', 'permanent wave', 'rock']",2024-05-14
Daryl Hall & John Oates,73,2387315,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2024-05-14
Skrillex,73,7561388,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",2024-05-14
Migos,72,13747973,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2024-05-14
Moneybagg Yo,72,4445910,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",2024-05-14
Pablo Chill-E,72,1327215,"['trap chileno', 'urbano chileno', 'urbano latino']",2024-05-14
Bryan Adams,72,3569327,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2024-05-14
MEDUZA,72,754517,"['edm', 'pop dance', 'pop house', 'uk dance']",2024-05-14
Bon Iver,72,3569062,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2024-05-14
Phil Collins,72,5775979,"['rock drums', 'soft rock']",2024-05-14
Gracie Abrams,72,1766646,['alt z'],2024-05-14
Stevie Wonder,72,6397090,"['motown', 'soul']",2024-05-14
Lil Nas X,72,12402014,['lgbtq+ hip hop'],2024-05-14
Lay Bankz,72,346904,['jersey club'],2024-05-14
Luar La L,72,1119262,"['trap latino', 'urbano latino']",2024-05-14
2 Chainz,72,7969303,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-05-14
Bailey Zimmerman,72,1105811,"['contemporary country', 'modern country pop']",2024-05-14
Kidd Voodoo,72,250276,['urbano chileno'],2024-05-14
Lauv,72,6162295,['pop'],2024-05-14
Jungle,72,1352224,"['indie soul', 'uk contemporary r&b']",2024-05-14
Edgardo Nuñez,72,1808376,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",2024-05-14
Dasha,72,126117,[],2024-05-14
DJ Khaled,72,11273451,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",2024-05-14
Montell Fish,72,1474259,['pittsburgh rap'],2024-05-14
Cody Johnson,72,1257012,"['classic texas country', 'contemporary country', 'modern country pop']",2024-05-14
ATL Jacob,72,30475,[],2024-05-14
The Academy: Segunda Misión,72,84608,[],2024-05-14
4batz,71,511292,[],2024-05-14
TOTO,71,2896641,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2024-05-14
Jasiel Nuñez,71,511025,['corrido'],2024-05-14
HARDY,71,902226,"['contemporary country', 'modern country pop']",2024-05-14
Eternxlkz,71,147080,['krushfunk'],2024-05-14
Depeche Mode,71,6254491,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",2024-05-14
Michael Marcagi,71,146257,[],2024-05-14
Kehlani,71,7608120,"['pop', 'r&b', 'rap']",2024-05-14
Sade,71,3820870,"['british soul', 'sophisti-pop']",2024-05-14
Tears For Fears,71,3399285,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",2024-05-14
Dolly Parton,71,2465926,"['classic country pop', 'country', 'country dawn']",2024-05-14
That Mexican OT,71,777935,['texas latin rap'],2024-05-14
DJ FKU,71,179718,['gym phonk'],2024-05-14
Ice Spice,71,3508817,['bronx drill'],2024-05-14
GloRilla,71,701087,['southern hip hop'],2024-05-14
LXNGVX,71,238241,"['gym phonk', 'krushfunk']",2024-05-14
Journey,71,5427682,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",2024-05-14
"Earth, Wind & Fire",71,4226804,"['disco', 'funk', 'jazz funk', 'soul']",2024-05-14
Jordan Davis,71,1221732,['contemporary country'],2024-05-14
Flo Milli,71,1068839,['viral rap'],2024-05-14
JC Reyes,71,641203,['urbano espanol'],2024-05-14
Kane Brown,71,5366752,"['black americana', 'contemporary country', 'country', 'country road']",2024-05-14
RM,71,16444374,['k-rap'],2024-05-14
Tokischa,71,1096305,"['rap latina', 'trap dominicano']",2024-05-14
Los Dareyes De La Sierra,70,1031318,"['classic sierreno', 'corrido', 'corridos tumbados', 'musica mexicana', 'sierreno']",2024-05-14
ScHoolboy Q,70,4688039,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-05-14
Lyanno,70,1354298,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2024-05-14
Destroy Lonely,70,1096210,['rage rap'],2024-05-14
Noah Cyrus,70,1293397,"['alt z', 'pop']",2024-05-14
Jessie Murph,70,949803,"['modern country pop', 'singer-songwriter pop']",2024-05-14
Alesso,70,3875219,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",2024-05-14
Bhavi,70,1366723,"['argentine hip hop', 'trap argentino', 'trap triste']",2024-05-14
Jonas Blue,70,3729849,"['pop', 'pop dance', 'tropical house', 'uk dance']",2024-05-14
George Strait,70,4254435,"['contemporary country', 'country', 'country road']",2024-05-14
Rich Amiri,70,400145,['rage rap'],2024-05-14
George Michael,70,4754158,['new wave pop'],2024-05-14
Asake,70,3275069,"['afrobeats', 'nigerian pop']",2024-05-14
AURORA,69,3587862,"['art pop', 'norwegian pop']",2024-05-14
a-ha,69,2258996,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",2024-05-14
Lunay,69,9403402,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2024-05-14
Vintage Culture,69,1802404,['brazilian edm'],2024-05-14
Coi Leray,69,784946,"['new jersey underground rap', 'trap queen']",2024-05-14
Ski Mask The Slump God,69,5759744,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",2024-05-14
Tim McGraw,69,4479723,"['contemporary country', 'country', 'country road']",2024-05-14
iZaak,69,153704,"['reggaeton flow', 'trap latino', 'urbano latino']",2024-05-14
Galantis,69,3337665,"['dance pop', 'edm', 'pop', 'pop dance']",2024-05-14
Joel De La P,69,95616,['corrido'],2024-05-14
YG,69,3250982,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2024-05-14
